location,attributes,descrip
"Surrey, BC",$29 an hour,"Education: Bachelor's degree
Experience: 1 year to less than 2 years
Tasks
Consult with clients to develop and document Website requirements
Prepare mock-ups and storyboards
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Work Term: Permanent
Work Language: English
Hours: 30 to 40 hours per week"
"Surrey, BC",$29 an hour,"Education: College/CEGEP
Experience: 7 months to less than 1 year
Tasks
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Computer and technology knowledge
HTML
JavaScript
CSS
C++
Work conditions and physical capabilities
Attention to detail
Personal suitability
Dependability
Organized
Team player
Work Term: Permanent
Work Language: English
Hours: 40 hours per week"
"Victoria, BC",$29.50 an hour,"Education: College/CEGEP
Experience: 2 years to less than 3 years
Tasks
Consult with clients to develop and document Website requirements
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Plan, design, write, modify, integrate and test Web-site related code
Identify and communicate technical problems, processes and solutions
Maintain existing computer programs by making modifications as required
Work Term: Permanent
Work Language: English
Hours: 32 to 40 hours per week"
"Vancouver, BC",$32 an hour,"Education: College/CEGEP
Experience: 1 year to less than 2 years
or equivalent experience
Tasks
Consult with clients to develop and document Website requirements
Prepare mock-ups and storyboards
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Computer and technology knowledge
HTML
JavaScript
CSS
PHP
Work conditions and physical capabilities
Tight deadlines
Sitting
Screening questions
Are you currently legally able to work in Canada?
Do you currently reside in proximity to the advertised location?
Do you have previous experience in this field of employment?
Workplace information
Remote work available
Work Term: Permanent
Work Language: English
Hours: 30 to 40 hours per week"
"Vancouver, BC",$29 an hour,"Education: College/CEGEP
Experience: 2 years to less than 3 years
Tasks
Develop Website architecture and determine hardware and software requirements
Create and optimize content for Website using a variety of graphics, database, animation and other software
Conduct tests and perform security and quality controls
Computer and technology knowledge
HTML
JavaScript
CSS
PHP
Health benefits
Dental plan
Health care plan
Vision care benefits
Work Term: Permanent
Work Language: English
Hours: 40 hours per week"
"Port Coquitlam, BC","$55,000-$100,000 a year","UI Software Developer
This role primarily involves working as part of the software team to take on UI/UX developments for our electro- optical infrared camera systems. Our systems are used on marine vessels around the world to aid in navigation and threat avoidance - with an integral part of each system being our controller. As a UI software developer, you will collaborate with a team to create and implement various web and desktop controller applications. We are looking for an innovative and skilled software developer with a passion for interface design.
Responsibilities
Design, prototype, and implement new controller applications across multiple platforms.
Maintain and enhance existing projects by introducing new aesthetic elements and innovative features.
Collaborate with backend/firmware developers for integrating new hardware features.
Gather client feedback to iterate and improve the UI design based on user needs and preferences.
General Skills
Strong logical thinking, problem-solving, and analytical abilities.
Excellent communication and collaboration skills.
Aptitude for learning and applying new concepts quickly.
Ability to thrive in a dynamic environment with changing priorities and tasks.
Technical Skills
BS/MS in Computer Science or equivalent experience.
Proficiency in Java, HTML, CSS, and JavaScript.
Experience in wireframing and prototyping using UI design tools.
5 years experience with UI/UX design.
Strong debugging and troubleshooting capabilities.
Familiarity with Windows/Linux environments.
Additional Beneficial Skills
Experience with JavaFX, C++, and Python UI Development.
Understanding of network protocols such as RTSP and WebRTC.
Familiarity with cross-browser compatibility.
Company Description:
Current Scientific is a growing marine tech company with customers located around the world. We design and manufacture gyro-stabilized electro-optical systems for use in specialty vessels. We pride ourselves on an engaging and fast-paced development environment, with a multi-disciplinary team that works closely together to collaborate on innovative products. We are committed to continuous innovation, investing into R&D, and improving customer experience.
Contact Us:
To apply, please send your cover letter, resume, transcripts (if applicable), and links to relevant code repositories to hr@currentcorp.com with -UI Software Developer- in the subject line.
Job Types: Full-time, Permanent
Salary: $55,000.00-$100,000.00 per year
Benefits:
Casual dress
Company events
Dental care
Employee assistance program
Extended health care
On-site parking
Paid time off
Vision care
Flexible Language Requirement:
French not required
Schedule:
Monday to Friday
Ability to commute/relocate:
Port Coquitlam, BC V3C 5M5: reliably commute or plan to relocate before starting work (required)
Experience:
UX: 1 year (preferred)
Work Location: In person"
"West Vancouver, BC",$35-$40 an hour,"Company operating name: HOOMAN STUDIO INC.
Business address: Unit A, 1578 Marine Dr, West Vancouver, BC V7L 1H8
Job Title: Web Designer
Employment offer: Full-time and permanent
Language: English
Salary: $35 to $40 per hour
Positions Available: 2
Job Location: Unit A, 1578 Marine Dr, West Vancouver, BC V7L 1H8
Company Profile
We are a branding agency based in West Vancouver offering custom web design, app development, and branding consultation to businesses in Canada and the United States. Hooman Studio is a collective of designers, developers, artists, copywriters, and branding experts.
We started up our studio with a vision to inspire change in the world of brand development and website design. Instead of the same old concepts that neither captivated nor converted, we set out on a journey to help businesses achieve their potential through distinct branding, eye-catching designs and websites that went beyond the realms of what was expected.
Detailed responsibilities
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Plan, design,write, modify, integrate and test Web-site related code
Consult with clients to establish the overall look, graphic elements and content of communications materials
Determine the medium best suited to produce the desired visual effect and the most appropriate vehicle for communication
Develop the graphic elements that meet the clients' objectives
Prepare sketches, layouts and graphic elements
Co-ordinate all aspects of production for print, audio-visual or electronic materials
Consult with clients to determine the nature and content of illustrations in order to meet their communications needs
Develop and produce realistic or representational sketches and final illustrations
Assist in developing storyboards for electronic productions
Produce 2-D and 3-D animated drawings or computer illustrations
Adapt existing illustrations
Experience and Qualifications:
?? Minimum 3 years of experience in a similar role.
?? College program in graphic arts, or Web design is an asset.
?? Portfolio submission is required
Computer and technology knowledge
Sigma
Adobe Illustrator
Notion
MS Office
InDesign
Adobe Suite
Social Media
square space
Work conditions and physical capabilities
Fast-paced environment
Work under pressure
Tight deadlines
Attention to detail
How to Apply:
Apply at: jobs@hoooman.com
Job Type: Full-time
Salary: $35.00-$40.00 per hour
Schedule:
Monday to Friday
Ability to commute/relocate:
West Vancouver, BC V7L 1H8: reliably commute or plan to relocate before starting work (required)
Work Location: In person"
"Coquitlam, BC",$33 an hour,"Education: Bachelor's degree
Experience: 2 years to less than 3 years
Tasks
Consult with clients to develop and document Website requirements
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Identify and communicate technical problems, processes and solutions
Assist in the collection and documentation of user's requirements
Research and evaluate a variety of software products
Maintain existing computer programs by making modifications as required
Work conditions and physical capabilities
Fast-paced environment
Work under pressure
Attention to detail
Personal suitability
Organized
Team player
Accurate
Work Term: Permanent
Work Language: English
Hours: 35 to 40 hours per week"
"Victoria, BC",$29.50-$31.50 an hour,"Education: College/CEGEP
Experience: 2 years to less than 3 years
Tasks
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Plan, design, write, modify, integrate and test Web-site related code
Assist in the collection and documentation of user's requirements
Work Term: Permanent
Work Language: English
Hours: 30 hours per week"
"Surrey, BC",Full-time,"Front End Developer

Altea Healthcare improves outcomes for Chronic Care patients who are dependent on multiple daily medications. Our proprietary and vertically integrated technology solutions enable providers to enhance medication adherence through improved access (virtual care and MTM), owned physician network, information sharing, data analytics, and customizable insights.
We are looking for a senior Azure front end UI developer. This person will play a key role on the core development team that is working on building our next generation suite of products. As a member of our core development team, this person will contribute significantly to designing and implementing various product features using agile methodologies. In addition to bringing their experience, this role will also require learning and implement solutions using other technologies on an as needed basis.

Your Role
Develop front-end UI using React JavaScript / Typescript.
Brainstorm with your team to conceptualize and build new features.
Experience with the Azure-based and help us to leverage cloud technologies to ensure we can scale in line with customer adoption.
Partner with business analysts, security, product managers and other developers in order to fully understand product requirements and implement solutions which meet these requirements.
Mentor, coach and share knowledge with other team members throughout the technology organization.
Provide technical leadership including design, coding, code review, practices and skills development.
You
You are a motivated, enthusiastic person looking for a rewarding position with a great innovative startup and want to achieve big things with us.
You thrive in a team environment but can also work independently.
You are passionate about using your technical knowledge and skills to solve real business problems and are motivated by understanding the value that your work adds.
A self-starter that can manage their own workload and an ever-growing task list.
A team player and leader.
Problem solving of potential roadblocks which could potentially impact patient care, strategic, and technical goals of the business.
Proficiency with front-end UI development using React with javascript/typescript.
You are passionate about creating innovating and exciting new technology and want to provide end users with the best possible experience.
Have experience with Software development Lifecycle (SDLC) including system requirements, design, development, testing, maintenance and enhancement across a variety of technologies.

Skills Recent 3-5 years- experience with React JS, Typescript, CSS, HTML5
React, JavaScript, typescript, Bootstrap such as MUI/CoreUI
CSS, HTML5
Job Types: Full-time"
"Surrey, BC",$33 an hour,"Education: Bachelor's degree
Experience: 2 years to less than 3 years
Work setting
Willing to relocate
Tasks
Consult with clients to develop and document Website requirements
Prepare mock-ups and storyboards
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Research and evaluate a variety of software products
Computer and technology knowledge
Advanced Business Application Programming (ABAP)
Networking security
HTML
Desktop applications
CSS
Object-Oriented programming languages
PHP
Website creation and management software
Web service design
JQuery
MySQL
Database software
Programming languages
Software development
React.js
Ruby
Python
Security and safety
Criminal record check
Personal suitability
Client focus
Green job
Involves duties and responsibilities that lead to positive environmental outcomes
Financial benefits
As per collective agreement
Other benefits
Paid time off (volunteering or personal days)
Parking available
Work Term: Permanent
Work Language: English
Hours: 40 hours per week"
"Surrey, BC",$29 an hour,"Education: Bachelor's degree
Experience: 1 year to less than 2 years
Tasks
Consult with clients to develop and document Website requirements
Prepare mock-ups and storyboards
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Work Term: Permanent
Work Language: English
Hours: 30 to 40 hours per week"
"Surrey, BC",$29 an hour,"Education: College/CEGEP
Experience: 7 months to less than 1 year
Tasks
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Computer and technology knowledge
HTML
JavaScript
CSS
C++
Work conditions and physical capabilities
Attention to detail
Personal suitability
Dependability
Organized
Team player
Work Term: Permanent
Work Language: English
Hours: 40 hours per week"
"Victoria, BC",$29.50 an hour,"Education: College/CEGEP
Experience: 2 years to less than 3 years
Tasks
Consult with clients to develop and document Website requirements
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Plan, design, write, modify, integrate and test Web-site related code
Identify and communicate technical problems, processes and solutions
Maintain existing computer programs by making modifications as required
Work Term: Permanent
Work Language: English
Hours: 32 to 40 hours per week"
"Vancouver, BC",$32 an hour,"Education: College/CEGEP
Experience: 1 year to less than 2 years
or equivalent experience
Tasks
Consult with clients to develop and document Website requirements
Prepare mock-ups and storyboards
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Computer and technology knowledge
HTML
JavaScript
CSS
PHP
Work conditions and physical capabilities
Tight deadlines
Sitting
Screening questions
Are you currently legally able to work in Canada?
Do you currently reside in proximity to the advertised location?
Do you have previous experience in this field of employment?
Workplace information
Remote work available
Work Term: Permanent
Work Language: English
Hours: 30 to 40 hours per week"
"Vancouver, BC",$29 an hour,"Education: College/CEGEP
Experience: 2 years to less than 3 years
Tasks
Develop Website architecture and determine hardware and software requirements
Create and optimize content for Website using a variety of graphics, database, animation and other software
Conduct tests and perform security and quality controls
Computer and technology knowledge
HTML
JavaScript
CSS
PHP
Health benefits
Dental plan
Health care plan
Vision care benefits
Work Term: Permanent
Work Language: English
Hours: 40 hours per week"
"Port Coquitlam, BC","$55,000-$100,000 a year","UI Software Developer
This role primarily involves working as part of the software team to take on UI/UX developments for our electro- optical infrared camera systems. Our systems are used on marine vessels around the world to aid in navigation and threat avoidance - with an integral part of each system being our controller. As a UI software developer, you will collaborate with a team to create and implement various web and desktop controller applications. We are looking for an innovative and skilled software developer with a passion for interface design.
Responsibilities
Design, prototype, and implement new controller applications across multiple platforms.
Maintain and enhance existing projects by introducing new aesthetic elements and innovative features.
Collaborate with backend/firmware developers for integrating new hardware features.
Gather client feedback to iterate and improve the UI design based on user needs and preferences.
General Skills
Strong logical thinking, problem-solving, and analytical abilities.
Excellent communication and collaboration skills.
Aptitude for learning and applying new concepts quickly.
Ability to thrive in a dynamic environment with changing priorities and tasks.
Technical Skills
BS/MS in Computer Science or equivalent experience.
Proficiency in Java, HTML, CSS, and JavaScript.
Experience in wireframing and prototyping using UI design tools.
5 years experience with UI/UX design.
Strong debugging and troubleshooting capabilities.
Familiarity with Windows/Linux environments.
Additional Beneficial Skills
Experience with JavaFX, C++, and Python UI Development.
Understanding of network protocols such as RTSP and WebRTC.
Familiarity with cross-browser compatibility.
Company Description:
Current Scientific is a growing marine tech company with customers located around the world. We design and manufacture gyro-stabilized electro-optical systems for use in specialty vessels. We pride ourselves on an engaging and fast-paced development environment, with a multi-disciplinary team that works closely together to collaborate on innovative products. We are committed to continuous innovation, investing into R&D, and improving customer experience.
Contact Us:
To apply, please send your cover letter, resume, transcripts (if applicable), and links to relevant code repositories to hr@currentcorp.com with -UI Software Developer- in the subject line.
Job Types: Full-time, Permanent
Salary: $55,000.00-$100,000.00 per year
Benefits:
Casual dress
Company events
Dental care
Employee assistance program
Extended health care
On-site parking
Paid time off
Vision care
Flexible Language Requirement:
French not required
Schedule:
Monday to Friday
Ability to commute/relocate:
Port Coquitlam, BC V3C 5M5: reliably commute or plan to relocate before starting work (required)
Experience:
UX: 1 year (preferred)
Work Location: In person"
"West Vancouver, BC",$35-$40 an hour,"Company operating name: HOOMAN STUDIO INC.
Business address: Unit A, 1578 Marine Dr, West Vancouver, BC V7L 1H8
Job Title: Web Designer
Employment offer: Full-time and permanent
Language: English
Salary: $35 to $40 per hour
Positions Available: 2
Job Location: Unit A, 1578 Marine Dr, West Vancouver, BC V7L 1H8
Company Profile
We are a branding agency based in West Vancouver offering custom web design, app development, and branding consultation to businesses in Canada and the United States. Hooman Studio is a collective of designers, developers, artists, copywriters, and branding experts.
We started up our studio with a vision to inspire change in the world of brand development and website design. Instead of the same old concepts that neither captivated nor converted, we set out on a journey to help businesses achieve their potential through distinct branding, eye-catching designs and websites that went beyond the realms of what was expected.
Detailed responsibilities
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Plan, design,write, modify, integrate and test Web-site related code
Consult with clients to establish the overall look, graphic elements and content of communications materials
Determine the medium best suited to produce the desired visual effect and the most appropriate vehicle for communication
Develop the graphic elements that meet the clients' objectives
Prepare sketches, layouts and graphic elements
Co-ordinate all aspects of production for print, audio-visual or electronic materials
Consult with clients to determine the nature and content of illustrations in order to meet their communications needs
Develop and produce realistic or representational sketches and final illustrations
Assist in developing storyboards for electronic productions
Produce 2-D and 3-D animated drawings or computer illustrations
Adapt existing illustrations
Experience and Qualifications:
?? Minimum 3 years of experience in a similar role.
?? College program in graphic arts, or Web design is an asset.
?? Portfolio submission is required
Computer and technology knowledge
Sigma
Adobe Illustrator
Notion
MS Office
InDesign
Adobe Suite
Social Media
square space
Work conditions and physical capabilities
Fast-paced environment
Work under pressure
Tight deadlines
Attention to detail
How to Apply:
Apply at: jobs@hoooman.com
Job Type: Full-time
Salary: $35.00-$40.00 per hour
Schedule:
Monday to Friday
Ability to commute/relocate:
West Vancouver, BC V7L 1H8: reliably commute or plan to relocate before starting work (required)
Work Location: In person"
"Abbotsford, BC",$42 an hour,"Education: Bachelor's degree
Experience: 3 years to less than 5 years
Work setting
Startup company
Tasks
Consult with clients to develop and document Website requirements
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Write, modify, integrate and test software code
Identify and communicate technical problems, processes and solutions
Prepare reports, manuals and other documentation on the status, operation and maintenance of software
Assist in the collection and documentation of user's requirements
Assist in the development of logical and physical specifications
Maintain existing computer programs by making modifications as required
Write, modify, integrate and test software code for e-commerce and other Internet applications
Computer and technology knowledge
Networking software
HTML
Word processing software
Project management software
Programming software
HTML editing software
Web service design
Software development
Work conditions and physical capabilities
Fast-paced environment
Work under pressure
Tight deadlines
Attention to detail
Personal suitability
Client focus
Dependability
Efficient interpersonal skills
Initiative
Organized
Team player
Accurate
Green job
Involves supporting green economy sectors
Work Term: Permanent
Work Language: English
Hours: 40 hours per week"
"Coquitlam, BC",$33 an hour,"Education: Bachelor's degree
Experience: 2 years to less than 3 years
Tasks
Consult with clients to develop and document Website requirements
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Identify and communicate technical problems, processes and solutions
Assist in the collection and documentation of user's requirements
Research and evaluate a variety of software products
Maintain existing computer programs by making modifications as required
Work conditions and physical capabilities
Fast-paced environment
Work under pressure
Attention to detail
Personal suitability
Organized
Team player
Accurate
Work Term: Permanent
Work Language: English
Hours: 35 to 40 hours per week"
"Victoria, BC",$29.50-$31.50 an hour,"Education: College/CEGEP
Experience: 2 years to less than 3 years
Tasks
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Plan, design, write, modify, integrate and test Web-site related code
Assist in the collection and documentation of user's requirements
Work Term: Permanent
Work Language: English
Hours: 30 hours per week"
"Surrey, BC",Full-time,"Front End Developer

Altea Healthcare improves outcomes for Chronic Care patients who are dependent on multiple daily medications. Our proprietary and vertically integrated technology solutions enable providers to enhance medication adherence through improved access (virtual care and MTM), owned physician network, information sharing, data analytics, and customizable insights.
We are looking for a senior Azure front end UI developer. This person will play a key role on the core development team that is working on building our next generation suite of products. As a member of our core development team, this person will contribute significantly to designing and implementing various product features using agile methodologies. In addition to bringing their experience, this role will also require learning and implement solutions using other technologies on an as needed basis.

Your Role
Develop front-end UI using React JavaScript / Typescript.
Brainstorm with your team to conceptualize and build new features.
Experience with the Azure-based and help us to leverage cloud technologies to ensure we can scale in line with customer adoption.
Partner with business analysts, security, product managers and other developers in order to fully understand product requirements and implement solutions which meet these requirements.
Mentor, coach and share knowledge with other team members throughout the technology organization.
Provide technical leadership including design, coding, code review, practices and skills development.
You
You are a motivated, enthusiastic person looking for a rewarding position with a great innovative startup and want to achieve big things with us.
You thrive in a team environment but can also work independently.
You are passionate about using your technical knowledge and skills to solve real business problems and are motivated by understanding the value that your work adds.
A self-starter that can manage their own workload and an ever-growing task list.
A team player and leader.
Problem solving of potential roadblocks which could potentially impact patient care, strategic, and technical goals of the business.
Proficiency with front-end UI development using React with javascript/typescript.
You are passionate about creating innovating and exciting new technology and want to provide end users with the best possible experience.
Have experience with Software development Lifecycle (SDLC) including system requirements, design, development, testing, maintenance and enhancement across a variety of technologies.

Skills Recent 3-5 years- experience with React JS, Typescript, CSS, HTML5
React, JavaScript, typescript, Bootstrap such as MUI/CoreUI
CSS, HTML5
Job Types: Full-time"
"Surrey, BC",$33 an hour,"Education: Bachelor's degree
Experience: 2 years to less than 3 years
Work setting
Willing to relocate
Tasks
Consult with clients to develop and document Website requirements
Prepare mock-ups and storyboards
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Research and evaluate a variety of software products
Computer and technology knowledge
Advanced Business Application Programming (ABAP)
Networking security
HTML
Desktop applications
CSS
Object-Oriented programming languages
PHP
Website creation and management software
Web service design
JQuery
MySQL
Database software
Programming languages
Software development
React.js
Ruby
Python
Security and safety
Criminal record check
Personal suitability
Client focus
Green job
Involves duties and responsibilities that lead to positive environmental outcomes
Financial benefits
As per collective agreement
Other benefits
Paid time off (volunteering or personal days)
Parking available
Work Term: Permanent
Work Language: English
Hours: 40 hours per week"
"Surrey, BC",$29 an hour,"Education: Bachelor's degree
Experience: 1 year to less than 2 years
Tasks
Consult with clients to develop and document Website requirements
Prepare mock-ups and storyboards
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Work Term: Permanent
Work Language: English
Hours: 30 to 40 hours per week"
"Surrey, BC",$29 an hour,"Education: College/CEGEP
Experience: 7 months to less than 1 year
Tasks
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Computer and technology knowledge
HTML
JavaScript
CSS
C++
Work conditions and physical capabilities
Attention to detail
Personal suitability
Dependability
Organized
Team player
Work Term: Permanent
Work Language: English
Hours: 40 hours per week"
"Victoria, BC",$29.50 an hour,"Education: College/CEGEP
Experience: 2 years to less than 3 years
Tasks
Consult with clients to develop and document Website requirements
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Plan, design, write, modify, integrate and test Web-site related code
Identify and communicate technical problems, processes and solutions
Maintain existing computer programs by making modifications as required
Work Term: Permanent
Work Language: English
Hours: 32 to 40 hours per week"
"Vancouver, BC",$32 an hour,"Education: College/CEGEP
Experience: 1 year to less than 2 years
or equivalent experience
Tasks
Consult with clients to develop and document Website requirements
Prepare mock-ups and storyboards
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Conduct tests and perform security and quality controls
Plan, design, write, modify, integrate and test Web-site related code
Computer and technology knowledge
HTML
JavaScript
CSS
PHP
Work conditions and physical capabilities
Tight deadlines
Sitting
Screening questions
Are you currently legally able to work in Canada?
Do you currently reside in proximity to the advertised location?
Do you have previous experience in this field of employment?
Workplace information
Remote work available
Work Term: Permanent
Work Language: English
Hours: 30 to 40 hours per week"
"Vancouver, BC",$29 an hour,"Education: College/CEGEP
Experience: 2 years to less than 3 years
Tasks
Develop Website architecture and determine hardware and software requirements
Create and optimize content for Website using a variety of graphics, database, animation and other software
Conduct tests and perform security and quality controls
Computer and technology knowledge
HTML
JavaScript
CSS
PHP
Health benefits
Dental plan
Health care plan
Vision care benefits
Work Term: Permanent
Work Language: English
Hours: 40 hours per week"
"Port Coquitlam, BC","$55,000-$100,000 a year","UI Software Developer
This role primarily involves working as part of the software team to take on UI/UX developments for our electro- optical infrared camera systems. Our systems are used on marine vessels around the world to aid in navigation and threat avoidance - with an integral part of each system being our controller. As a UI software developer, you will collaborate with a team to create and implement various web and desktop controller applications. We are looking for an innovative and skilled software developer with a passion for interface design.
Responsibilities
Design, prototype, and implement new controller applications across multiple platforms.
Maintain and enhance existing projects by introducing new aesthetic elements and innovative features.
Collaborate with backend/firmware developers for integrating new hardware features.
Gather client feedback to iterate and improve the UI design based on user needs and preferences.
General Skills
Strong logical thinking, problem-solving, and analytical abilities.
Excellent communication and collaboration skills.
Aptitude for learning and applying new concepts quickly.
Ability to thrive in a dynamic environment with changing priorities and tasks.
Technical Skills
BS/MS in Computer Science or equivalent experience.
Proficiency in Java, HTML, CSS, and JavaScript.
Experience in wireframing and prototyping using UI design tools.
5 years experience with UI/UX design.
Strong debugging and troubleshooting capabilities.
Familiarity with Windows/Linux environments.
Additional Beneficial Skills
Experience with JavaFX, C++, and Python UI Development.
Understanding of network protocols such as RTSP and WebRTC.
Familiarity with cross-browser compatibility.
Company Description:
Current Scientific is a growing marine tech company with customers located around the world. We design and manufacture gyro-stabilized electro-optical systems for use in specialty vessels. We pride ourselves on an engaging and fast-paced development environment, with a multi-disciplinary team that works closely together to collaborate on innovative products. We are committed to continuous innovation, investing into R&D, and improving customer experience.
Contact Us:
To apply, please send your cover letter, resume, transcripts (if applicable), and links to relevant code repositories to hr@currentcorp.com with -UI Software Developer- in the subject line.
Job Types: Full-time, Permanent
Salary: $55,000.00-$100,000.00 per year
Benefits:
Casual dress
Company events
Dental care
Employee assistance program
Extended health care
On-site parking
Paid time off
Vision care
Flexible Language Requirement:
French not required
Schedule:
Monday to Friday
Ability to commute/relocate:
Port Coquitlam, BC V3C 5M5: reliably commute or plan to relocate before starting work (required)
Experience:
UX: 1 year (preferred)
Work Location: In person"
